data_id,gender,hold racket handed,play years,level
226,0,1,0,2
227,0,1,0,2
228,0,1,0,2
229,0,1,0,2
230,0,1,0,2
231,0,1,0,2
232,0,1,0,2
233,0,1,0,2
234,0,1,0,2
235,0,1,0,2
236,0,1,0,2
237,0,1,0,2
238,0,1,0,2
239,0,1,0,2
240,0,1,0,2
241,0,1,0,2
242,0,1,0,2
243,0,1,0,2
244,0,1,0,2
245,0,1,0,2
246,0,1,0,2
247,0,1,0,2
248,0,1,0,2
249,0,1,0,2
250,0,1,0,2
251,0,1,0,2
252,0,1,0,2
253,0,1,0,2
254,0,1,0,2
255,0,1,0,2
256,0,1,0,2
257,0,1,0,2
258,0,1,0,2
259,0,1,0,2
260,0,1,0,2
261,0,1,0,2
262,0,1,0,2
263,0,1,0,2
264,0,1,0,2
265,0,1,0,2
266,0,1,0,2
267,0,1,0,2
268,0,1,0,2
269,0,1,0,2
270,0,1,0,2
271,0,1,0,2
272,0,1,0,2
273,0,1,0,2
274,0,1,0,2
275,0,1,0,2
276,0,1,0,2
277,0,1,0,2
278,0,1,0,2
279,0,1,0,2
280,0,1,0,2
281,0,1,0,2
282,0,1,0,2
283,0,1,0,2
284,0,1,0,2
285,0,1,0,2
286,0,1,0,2
287,0,1,0,2
288,0,1,0,2
289,0,1,0,2
290,0,1,0,2
291,0,1,0,2
292,0,1,0,2
293,0,1,0,2
294,0,1,0,2
295,0,1,0,2
296,0,1,0,2
297,0,1,0,2
298,0,0,0,1
299,0,0,0,1
300,0,0,0,1
301,0,0,0,1
302,0,0,0,1
303,0,0,0,1
304,0,0,0,1
305,0,0,0,1
306,0,0,0,1
307,0,0,0,1
308,0,0,0,1
309,0,0,0,1
310,0,0,0,1
311,0,0,0,1
312,0,0,0,1
313,0,0,0,1
314,0,0,0,1
315,0,0,0,1
316,0,0,0,1
317,0,0,0,1
318,0,0,0,1
319,0,0,0,1
320,0,0,0,1
321,0,0,0,1
322,0,0,0,1
323,0,0,0,1
324,0,0,0,1
325,0,0,0,1
326,0,0,0,1
327,0,0,0,1
328,0,0,0,1
329,0,0,0,1
330,0,0,0,1
331,0,0,0,1
332,0,0,0,1
333,0,0,0,1
334,0,0,0,1
335,0,0,0,1
336,0,0,0,1
337,0,0,0,1
338,0,0,0,1
339,0,0,0,1
340,0,0,0,1
341,0,0,0,1
342,0,0,0,1
343,0,0,0,1
344,0,0,0,1
345,0,0,0,1
346,0,0,0,2
347,0,0,0,2
348,0,0,0,2
349,0,0,0,2
350,0,0,0,2
351,0,0,0,2
352,0,0,0,2
353,0,0,0,2
354,0,0,0,2
355,0,0,0,2
356,0,0,0,2
357,0,0,0,2
358,0,0,0,2
359,0,0,0,2
360,0,0,0,2
361,0,0,0,2
362,0,0,0,2
363,0,0,0,2
364,0,0,0,2
365,0,0,0,2
366,0,0,0,2
367,0,0,0,2
368,0,0,0,2
369,0,0,0,2
370,0,0,0,2
371,0,0,0,2
372,0,0,0,2
373,0,0,0,2
374,0,0,0,2
375,0,0,0,2
376,0,0,0,2
377,0,0,0,2
378,0,0,0,2
379,0,0,0,2
380,0,0,0,2
381,0,0,0,2
382,0,0,0,2
383,0,0,0,2
384,0,0,0,2
385,0,0,0,2
386,0,0,0,2
387,0,0,0,2
388,0,0,0,2
389,0,0,0,2
390,0,0,0,2
391,0,0,0,2
392,0,0,0,2
393,0,0,0,2
394,0,0,0,2
395,0,0,0,2
396,0,0,0,2
397,0,0,0,2
398,0,0,0,2
399,0,0,0,2
400,0,0,0,2
401,0,0,0,2
402,0,0,0,2
403,0,0,0,2
404,0,0,0,2
405,0,0,0,2
406,0,0,0,2
407,0,0,0,2
408,0,0,0,2
409,0,0,0,2
410,0,0,0,2
411,0,0,0,2
412,0,0,0,2
413,0,0,0,2
414,0,0,0,2
415,0,0,0,2
416,0,0,0,2
417,0,0,0,2
418,0,0,0,2
419,0,0,0,2
420,0,0,0,2
421,0,0,0,2
422,0,0,0,2
423,0,0,0,2
424,0,0,0,2
425,0,0,0,2
426,0,0,0,2
427,0,0,0,2
428,0,0,0,2
429,0,0,0,2
430,0,0,0,2
431,0,0,0,2
432,0,0,0,2
433,0,0,0,2
434,0,0,0,2
435,0,0,0,2
436,0,0,0,2
437,0,0,0,2
438,0,0,0,2
439,0,0,0,2
440,0,0,0,2
441,0,0,0,2
442,0,0,0,2
443,0,0,0,2
444,0,0,0,2
445,0,0,0,2
446,0,0,0,2
447,0,0,0,2
448,0,0,0,2
449,0,0,0,2
450,0,0,0,2
451,0,0,0,2
452,0,0,0,2
453,0,0,0,2
454,0,0,0,2
455,0,0,0,2
456,0,0,0,2
457,0,0,0,2
458,0,0,0,2
459,0,0,0,2
460,0,0,0,2
461,0,0,0,2
462,0,0,0,2
463,0,0,0,2
464,0,0,0,2
465,0,0,0,2
466,0,0,0,2
467,0,0,0,2
468,0,0,0,2
469,0,0,0,2
470,0,0,0,2
471,0,0,0,2
472,0,0,0,2
473,0,0,0,2
474,0,0,0,2
475,0,0,0,2
476,0,0,0,2
477,0,0,0,2
478,0,0,0,2
479,0,0,0,2
480,0,0,0,2
481,0,0,0,2
482,0,0,0,2
483,0,0,0,2
484,0,0,0,2
485,0,0,0,2
486,0,0,0,2
487,0,0,0,2
488,0,0,0,2
489,0,0,0,2
490,0,0,0,2
491,0,0,0,2
492,0,0,0,2
493,0,0,0,2
494,0,0,0,2
495,0,0,0,2
496,0,0,2,0
497,0,0,2,0
498,0,0,2,0
499,0,0,2,0
500,0,0,2,0
501,0,0,2,0
502,0,0,2,0
503,0,0,2,0
504,0,0,2,0
505,0,0,2,0
506,0,0,2,0
507,0,0,2,0
508,0,0,2,0
509,0,0,2,0
510,0,0,2,0
511,0,0,2,0
512,0,0,2,0
513,0,0,2,0
514,0,0,2,0
515,0,0,2,0
516,0,0,2,0
517,0,0,2,0
518,0,0,2,0
519,0,0,2,0
520,0,0,2,0
521,0,0,2,0
522,0,0,2,0
523,0,0,2,0
524,0,0,2,0
525,0,0,2,0
526,0,0,2,0
527,0,0,2,0
528,0,0,2,0
529,0,0,2,0
530,0,0,2,0
531,0,0,2,0
532,0,0,2,0
533,0,0,2,0
534,0,0,2,0
535,0,0,2,0
536,0,0,2,0
537,0,0,2,0
538,0,0,2,0
539,0,0,2,0
540,0,0,2,0
541,0,0,2,0
542,0,0,2,0
543,0,0,2,0
544,0,0,2,0
545,0,0,2,0
546,0,0,2,0
547,0,0,2,0
548,0,0,2,0
549,0,0,2,0
550,0,0,2,0
551,0,0,2,0
552,0,0,1,0
553,0,0,1,0
554,0,0,1,0
555,0,0,1,0
556,0,0,1,0
557,0,0,1,0
558,0,0,1,0
559,0,0,1,0
560,0,0,1,0
561,0,0,1,0
562,0,0,1,0
563,0,0,1,0
564,0,0,1,0
565,0,0,1,0
566,0,0,1,0
567,0,0,1,0
568,0,0,1,0
569,0,0,1,0
570,0,0,1,0
571,0,0,1,0
572,0,0,1,0
573,0,0,1,0
574,0,0,1,0
575,0,0,1,0
576,0,0,1,0
577,0,0,1,0
578,0,0,1,0
579,0,0,1,0
580,0,0,1,0
581,0,0,1,0
582,0,0,1,0
583,0,0,1,0
584,0,0,1,0
585,0,0,1,0
586,0,0,1,0
587,0,0,1,0
588,0,0,1,0
589,0,0,1,0
590,0,0,1,0
591,0,0,1,0
592,0,0,1,0
593,0,0,1,0
594,0,0,1,0
595,0,0,1,0
596,0,0,1,0
597,0,0,1,0
598,0,0,1,0
599,0,0,1,0
600,0,0,1,0
601,0,0,1,0
602,0,0,1,0
603,0,0,1,0
604,0,0,1,0
605,0,0,1,0
606,0,0,1,0
607,0,0,1,0
608,0,0,1,0
609,0,0,1,0
610,0,0,1,0
611,0,0,1,0
612,0,0,1,0
613,0,0,1,0
614,0,0,1,0
615,0,0,1,0
616,0,0,1,0
617,0,0,1,0
618,0,0,1,0
619,0,0,1,0
620,0,0,1,0
621,0,0,1,0
622,0,0,1,0
623,0,0,1,0
624,0,0,1,0
625,0,0,1,0
626,0,0,1,0
627,0,0,1,0
628,0,0,1,0
629,0,0,1,0
630,0,0,1,0
631,0,0,1,0
632,0,0,1,0
633,0,0,1,0
634,0,0,1,0
635,0,0,1,0
636,0,0,1,0
637,0,0,1,0
638,0,0,1,0
639,0,0,1,0
640,0,0,1,0
641,0,0,1,0
642,0,0,1,0
643,0,0,1,0
644,0,0,1,0
645,0,0,1,0
646,0,0,1,0
647,0,0,1,0
648,0,0,1,0
649,0,0,1,0
650,0,0,1,0
651,0,0,1,0
652,0,0,1,0
653,0,0,1,0
654,0,0,1,0
655,0,0,1,0
656,0,0,1,0
657,0,0,1,0
658,0,0,1,0
659,0,0,1,0
660,0,0,1,0
661,0,0,1,0
662,0,0,1,0
663,0,0,1,0
664,0,0,1,0
665,0,0,1,0
666,0,0,1,0
667,0,0,1,0
668,0,0,1,0
669,0,0,1,0
670,0,0,1,0
671,0,0,1,0
672,0,0,1,0
673,0,0,1,0
674,0,0,1,0
675,0,0,1,0
676,0,0,1,0
677,0,0,1,0
678,0,0,1,0
679,0,0,1,0
680,0,0,1,0
681,0,0,1,0
682,0,0,1,0
683,0,0,1,0
684,0,0,1,0
685,0,0,1,0
686,0,0,1,0
687,0,0,1,0
688,0,0,1,0
689,0,0,0,0
690,0,0,0,0
691,0,0,0,0
692,0,0,0,0
693,0,0,0,0
694,0,0,0,0
695,0,0,0,0
696,0,0,0,0
697,0,0,0,0
698,0,0,0,0
699,0,0,0,0
700,0,0,0,0
701,0,0,0,0
702,0,0,0,0
703,0,0,0,0
704,0,0,0,0
705,0,0,0,0
706,0,0,0,0
707,0,0,0,0
708,0,0,0,0
709,0,1,1,0
710,0,1,1,0
711,0,1,1,0
712,0,1,1,0
713,0,1,1,0
714,0,1,1,0
715,0,1,1,0
716,0,1,1,0
717,0,1,1,0
718,0,1,1,0
719,0,1,1,0
720,0,1,1,0
721,0,1,1,0
722,0,1,1,0
723,0,1,1,0
724,0,1,1,0
725,0,1,1,0
726,0,1,1,0
727,0,1,1,0
728,0,1,1,0
729,0,1,1,0
730,0,1,1,0
731,0,1,1,0
732,0,1,1,0
733,0,1,1,0
734,0,1,1,0
735,0,1,1,0
736,0,0,1,0
737,0,0,1,0
738,0,0,1,0
739,0,0,1,0
740,0,0,1,0
741,0,0,1,0
742,0,0,1,0
743,0,0,1,0
744,0,0,1,0
745,0,0,1,0
746,0,0,1,0
747,0,0,1,0
748,0,0,1,0
749,0,0,1,0
750,0,0,1,0
751,0,0,1,0
752,0,0,1,0
753,0,0,1,0
754,0,0,1,0
755,0,0,1,0
756,0,0,1,0
757,0,0,1,0
758,0,0,1,0
759,0,0,1,0
760,0,0,1,0
761,0,0,1,0
762,0,0,1,0
763,0,0,1,0
764,0,0,1,0
765,0,0,1,0
766,0,0,1,0
767,0,0,1,0
768,0,0,1,0
769,0,0,1,0
770,0,0,1,0
771,0,0,1,0
772,0,0,1,0
773,0,0,1,0
774,0,0,1,0
775,0,0,1,0
776,0,0,1,0
777,0,0,0,0
778,0,0,0,0
779,0,0,0,0
780,0,0,0,0
781,0,0,0,0
782,0,0,0,0
783,0,0,0,0
784,0,0,0,0
785,0,0,0,0
786,0,0,0,0
787,0,0,0,0
788,0,0,0,0
789,0,0,0,0
790,0,0,0,0
791,0,0,0,0
792,0,0,0,0
793,0,0,0,0
794,0,0,0,0
795,0,0,0,0
796,0,0,0,0
797,0,0,0,0
798,0,0,0,0
799,0,0,0,0
800,0,0,0,0
801,0,0,0,0
802,0,0,0,0
803,0,0,0,0
804,0,0,0,0
805,0,0,0,0
806,0,0,0,0
807,0,0,0,0
808,0,0,0,0
809,0,0,0,0
810,0,0,0,0
811,0,0,0,0
812,0,0,0,0
813,0,0,0,0
814,0,0,0,0
815,0,0,0,0
816,0,0,0,0
817,0,0,0,0
818,0,0,0,0
819,1,0,1,0
820,1,0,1,0
821,1,0,1,0
822,1,0,1,0
823,1,0,1,0
824,1,0,1,0
825,1,0,1,0
826,1,0,1,0
827,1,0,1,0
828,1,0,1,0
829,1,0,1,0
830,1,0,1,0
831,1,0,1,0
832,1,0,1,0
833,1,0,1,0
834,1,0,1,0
835,1,0,1,0
836,1,0,1,0
837,1,0,1,0
838,1,0,1,0
839,1,0,1,0
840,1,0,1,0
841,1,0,1,0
842,1,0,1,0
843,1,0,1,0
844,1,0,1,0
845,1,0,1,0
846,1,1,2,0
847,1,1,2,0
848,1,1,2,0
849,1,1,2,0
850,1,1,2,0
851,1,1,2,0
852,1,1,2,0
853,1,1,2,0
854,1,1,2,0
855,1,1,2,0
856,1,1,2,0
857,1,1,2,0
858,1,1,2,0
859,1,1,2,0
860,1,1,2,0
861,1,1,2,0
862,1,1,2,0
863,1,1,2,0
864,1,1,2,0
865,1,1,2,0
866,1,1,2,0
867,1,1,2,0
868,1,1,2,0
869,1,1,2,0
870,1,1,2,0
871,1,1,2,0
872,1,1,2,0
873,1,1,2,0
874,1,1,2,0
875,1,0,2,0
876,1,0,2,0
877,1,0,2,0
878,1,0,2,0
879,1,0,2,0
880,1,0,2,0
881,1,0,2,0
882,1,0,2,0
883,1,0,2,0
884,1,0,2,0
885,1,0,2,0
886,1,0,2,0
887,1,0,2,0
888,1,0,2,0
889,1,0,2,0
890,1,0,2,0
891,1,0,2,0
892,1,0,2,0
893,1,0,2,0
894,1,0,2,0
895,1,0,2,0
896,1,0,2,0
897,1,0,2,0
898,1,0,2,0
899,1,0,2,0
900,1,0,2,0
901,1,0,2,0
902,1,0,2,0
903,1,0,2,0
904,1,0,2,0
905,1,0,2,0
906,1,0,2,0
907,1,0,2,0
908,1,0,2,0
909,1,0,2,0
910,1,0,2,0
911,1,0,2,0
912,1,0,2,0
913,1,0,2,0
914,1,0,2,0
915,1,0,2,0
916,1,0,2,0
917,1,0,2,0
918,1,0,2,0
919,1,0,1,0
920,1,0,1,0
921,1,0,1,0
922,1,0,1,0
923,1,0,1,0
924,1,0,1,0
925,1,0,1,0
926,1,0,1,0
927,1,0,1,0
928,1,0,1,0
929,1,0,1,0
930,1,0,1,0
931,1,0,1,0
932,1,0,1,0
933,1,0,1,0
934,1,0,1,0
935,1,0,1,0
936,1,0,1,0
937,1,0,1,0
938,1,0,1,0
939,1,0,1,0
940,1,0,1,0
941,1,0,1,0
942,1,0,1,0
943,1,0,1,0
944,1,0,1,0
945,1,0,1,0
946,1,0,1,0
947,1,0,1,0
948,1,0,1,0
949,1,0,1,0
950,1,0,1,0
951,1,0,1,0
952,1,0,1,0
953,1,0,1,0
954,1,0,1,0
955,1,0,1,0
956,1,0,1,0
957,1,0,1,0
958,1,0,1,0
959,1,0,1,0
960,1,0,1,0
961,1,0,1,0
962,1,0,1,0
963,1,0,1,0
964,1,0,1,0
965,1,0,1,0
966,1,0,1,0
967,1,0,1,0
968,1,0,1,0
969,1,0,1,0
970,1,0,1,0
971,1,0,1,0
972,1,0,1,0
973,1,0,1,0
974,1,0,1,0
975,1,0,1,0
976,1,0,1,0
977,1,0,1,0
978,1,0,1,0
979,1,0,1,0
980,1,0,1,0
981,1,0,1,0
982,1,0,1,0
983,1,0,1,0
984,1,0,1,0
985,1,0,1,0
986,1,0,1,0
987,1,0,1,0
988,1,0,1,0
989,1,0,1,0
990,1,0,1,0
991,1,0,1,0
992,1,0,1,0
993,1,0,1,0
994,1,0,1,0
995,1,0,1,0
996,1,0,1,0
997,1,0,1,0
998,1,0,1,0
999,1,0,1,0
1000,1,0,1,0
1001,1,0,1,0
1002,1,0,1,0
1003,1,0,1,0
1004,1,0,1,0
1005,1,0,1,0
1006,1,0,1,0
1007,1,0,1,0
1008,1,0,1,0
1009,1,0,1,0
1010,1,0,1,0
1011,1,0,1,0
1012,1,0,1,0
1013,1,0,1,0
1014,1,0,1,0
1015,1,0,1,0
1016,1,0,1,0
1017,1,0,1,0
1018,1,0,1,0
1019,1,0,1,0
1020,1,0,1,0
1021,1,0,1,0
1022,1,0,1,0
1023,1,0,1,0
1024,1,0,1,0
1025,1,0,1,0
1026,1,0,1,0
1027,1,0,1,0
1028,1,0,1,0
1029,1,0,1,0
1030,1,0,1,0
1031,1,0,1,0
1032,1,0,1,0
1033,1,0,1,0
1034,1,0,1,0
1035,1,0,1,0
1036,1,0,1,0
1037,1,0,1,0
1038,1,0,1,0
1039,1,0,1,0
1040,1,0,1,0
1041,1,0,1,0
1042,1,0,1,0
1043,1,0,1,0
1044,1,0,1,0
